shift_id,emp_id,start_time,end_time,coffee_rating,sandwich_rating,customer_service_rating,speed_rating,present
1000,1002,2025-09-01T07:00:00+10:00,2025-09-01T15:00:00+10:00,,,,,True
1000,1008,2025-09-01T04:00:00+10:00,2025-09-01T12:00:00+10:00,,,,,True
1000,1005,2025-09-01T07:00:00+10:00,2025-09-01T15:00:00+10:00,,,,,True
1000,1003,2025-09-01T09:00:00+10:00,2025-09-01T15:00:00+10:00,,,,,True
1001,1002,2025-09-02T07:00:00+10:00,2025-09-02T15:00:00+10:00,,,,,True
1001,1007,2025-09-02T05:00:00+10:00,2025-09-02T13:00:00+10:00,,,,,True
1001,1006,2025-09-02T07:00:00+10:00,2025-09-02T15:00:00+10:00,,,,,True
1001,1004,2025-09-02T09:00:00+10:00,2025-09-02T15:00:00+10:00,,,,,True
1002,1002,2025-09-03T07:00:00+10:00,2025-09-03T15:00:00+10:00,,,,,True
1002,1008,2025-09-03T05:00:00+10:00,2025-09-03T13:00:00+10:00,,,,,True
1002,1005,2025-09-03T07:00:00+10:00,2025-09-03T15:00:00+10:00,,,,,True
1002,1003,2025-09-03T09:00:00+10:00,2025-09-03T15:00:00+10:00,,,,,True
1003,1001,2025-09-04T07:00:00+10:00,2025-09-04T15:00:00+10:00,,,,,True
1003,1007,2025-09-04T05:00:00+10:00,2025-09-04T13:00:00+10:00,,,,,True
1003,1006,2025-09-04T07:00:00+10:00,2025-09-04T15:00:00+10:00,,,,,True
1003,1004,2025-09-04T09:00:00+10:00,2025-09-04T15:00:00+10:00,,,,,True
1004,1002,2025-09-05T07:00:00+10:00,2025-09-05T12:00:00+10:00,,,,,True
1004,1001,2025-09-05T09:00:00+10:00,2025-09-05T15:00:00+10:00,,,,,True
1004,1007,2025-09-05T04:00:00+10:00,2025-09-05T12:00:00+10:00,,,,,True
1004,1008,2025-09-05T05:00:00+10:00,2025-09-05T13:00:00+10:00,,,,,True
1004,1006,2025-09-05T07:00:00+10:00,2025-09-05T13:00:00+10:00,,,,,True
1004,1005,2025-09-05T09:00:00+10:00,2025-09-05T15:00:00+10:00,,,,,True
1004,1004,2025-09-05T07:00:00+10:00,2025-09-05T13:00:00+10:00,,,,,True
1004,1003,2025-09-05T09:00:00+10:00,2025-09-05T15:00:00+10:00,,,,,True
1005,1002,2025-09-06T07:00:00+10:00,2025-09-06T12:00:00+10:00,,,,,True
1005,1001,2025-09-06T09:00:00+10:00,2025-09-06T15:00:00+10:00,,,,,True
1005,1007,2025-09-06T04:00:00+10:00,2025-09-06T12:00:00+10:00,,,,,True
1005,1008,2025-09-06T05:00:00+10:00,2025-09-06T13:00:00+10:00,,,,,True
1005,1006,2025-09-06T07:00:00+10:00,2025-09-06T13:00:00+10:00,,,,,True
1005,1005,2025-09-06T09:00:00+10:00,2025-09-06T15:00:00+10:00,,,,,True
1005,1004,2025-09-06T07:00:00+10:00,2025-09-06T13:00:00+10:00,,,,,True
1005,1003,2025-09-06T09:00:00+10:00,2025-09-06T15:00:00+10:00,,,,,True
1006,1001,2025-09-07T07:00:00+10:00,2025-09-07T15:00:00+10:00,,,,,True
1006,1007,2025-09-07T04:00:00+10:00,2025-09-07T12:00:00+10:00,,,,,True
1006,1006,2025-09-07T07:00:00+10:00,2025-09-07T13:00:00+10:00,,,,,True
1006,1005,2025-09-07T09:00:00+10:00,2025-09-07T15:00:00+10:00,,,,,True
1006,1004,2025-09-07T07:00:00+10:00,2025-09-07T13:00:00+10:00,,,,,True
1006,1003,2025-09-07T09:00:00+10:00,2025-09-07T15:00:00+10:00,,,,,True
1007,1001,2025-09-08T07:00:00+10:00,2025-09-08T15:00:00+10:00,,,,,True
1007,1007,2025-09-08T04:00:00+10:00,2025-09-08T12:00:00+10:00,,,,,True
